,cum_infections_1,cum_infections_2,cum_infections_3,cum_infections_4,cum_infections_5,cum_infections_6,cum_symptomatic_1,cum_symptomatic_2,cum_symptomatic_3,cum_symptomatic_4,cum_symptomatic_5,cum_symptomatic_6,cum_severe_1,cum_severe_2,cum_severe_3,cum_severe_4,cum_severe_5,cum_severe_6,cum_critical_1,cum_critical_2,cum_critical_3,cum_critical_4,cum_critical_5,cum_critical_6,cum_deaths_1,cum_deaths_2,cum_deaths_3,cum_deaths_4,cum_deaths_5,cum_deaths_6,cum_vaccinated_1,cum_vaccinated_2,cum_vaccinated_3,cum_vaccinated_4,cum_vaccinated_5,cum_vaccinated_6,quar_period,pop_size,pop_infected,location,interventions,n_days,pop_type,use_waning
6,96.0,128.0,160.0,171.0,174.0,175.0,0.0,60.0,93.0,108.0,112.0,114.0,0.0,2.0,5.0,8.0,8.0,8.0,0.0,2.0,2.0,4.0,4.0,4.0,0.0,0.0,0.0,1.0,1.0,1.0,48023.0,48023.0,48023.0,48023.0,48023.0,48023.0,14,48023.57542234077,96.89959818270296,UK,pfizer,35,hybrid,True
7,96.0,130.0,164.0,179.0,187.0,190.0,0.0,60.0,93.0,109.0,113.0,117.0,0.0,0.0,10.0,12.0,14.0,14.0,0.0,0.0,2.0,3.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,48023.0,48023.0,48023.0,48023.0,48023.0,48023.0,14,48023.57542234077,96.89959818270296,UK,pfizer,35,hybrid,True
8,96.0,147.0,196.0,221.0,221.0,224.0,0.0,56.0,94.0,124.0,135.0,136.0,0.0,3.0,5.0,10.0,14.0,14.0,0.0,1.0,1.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,2.0,48023.0,48023.0,48023.0,48023.0,48023.0,48023.0,14,48023.57542234077,96.89959818270296,UK,pfizer,35,hybrid,True
9,96.0,135.0,174.0,190.0,191.0,191.0,0.0,49.0,88.0,104.0,114.0,115.0,0.0,2.0,6.0,8.0,9.0,9.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,48023.0,48023.0,48023.0,48023.0,48023.0,48023.0,14,48023.57542234077,96.89959818270296,UK,pfizer,35,hybrid,True
0,103.0,157.0,204.0,228.0,233.0,234.0,0.0,57.0,102.0,121.0,128.0,131.0,0.0,2.0,6.0,7.0,8.0,8.0,0.0,0.0,1.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,49946.0,49946.0,49946.0,49946.0,49946.0,49946.0,14,49946.3331897921,103.16317720772628,UK,pfizer,35,hybrid,True
1,103.0,147.0,186.0,197.0,202.0,202.0,0.0,62.0,97.0,117.0,120.0,122.0,0.0,0.0,6.0,7.0,9.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,49946.0,49946.0,49946.0,49946.0,49946.0,49946.0,14,49946.3331897921,103.16317720772628,UK,pfizer,35,hybrid,True
2,103.0,122.0,148.0,160.0,163.0,163.0,0.0,53.0,77.0,93.0,99.0,99.0,0.0,0.0,2.0,5.0,5.0,6.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,49946.0,49946.0,49946.0,49946.0,49946.0,49946.0,14,49946.3331897921,103.16317720772628,UK,pfizer,35,hybrid,True
3,103.0,143.0,172.0,184.0,185.0,185.0,0.0,62.0,93.0,107.0,113.0,115.0,0.0,2.0,8.0,8.0,8.0,8.0,0.0,1.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,1.0,1.0,1.0,49946.0,49946.0,49946.0,49946.0,49946.0,49946.0,14,49946.3331897921,103.16317720772628,UK,pfizer,35,hybrid,True
4,103.0,151.0,186.0,207.0,218.0,222.0,0.0,72.0,117.0,138.0,147.0,149.0,0.0,2.0,12.0,14.0,15.0,16.0,0.0,0.0,4.0,4.0,4.0,5.0,0.0,0.0,0.0,2.0,2.0,2.0,49946.0,49946.0,49946.0,49946.0,49946.0,49946.0,14,49946.3331897921,103.16317720772628,UK,pfizer,35,hybrid,True
5,103.0,149.0,195.0,210.0,210.0,211.0,0.0,70.0,113.0,133.0,138.0,138.0,0.0,1.0,8.0,9.0,10.0,10.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,49946.0,49946.0,49946.0,49946.0,49946.0,49946.0,14,49946.3331897921,103.16317720772628,UK,pfizer,35,hybrid,True
6,103.0,153.0,201.0,212.0,218.0,219.0,0.0,62.0,103.0,120.0,126.0,129.0,0.0,0.0,8.0,11.0,12.0,12.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,49946.0,49946.0,49946.0,49946.0,49946.0,49946.0,14,49946.3331897921,103.16317720772628,UK,pfizer,35,hybrid,True
7,103.0,158.0,206.0,221.0,227.0,229.0,0.0,64.0,111.0,130.0,136.0,139.0,0.0,2.0,10.0,13.0,14.0,15.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,49946.0,49946.0,49946.0,49946.0,49946.0,49946.0,14,49946.3331897921,103.16317720772628,UK,pfizer,35,hybrid,True
8,103.0,123.0,147.0,161.0,167.0,168.0,0.0,68.0,89.0,99.0,102.0,104.0,0.0,1.0,6.0,7.0,9.0,9.0,0.0,0.0,1.0,2.0,3.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,49946.0,49946.0,49946.0,49946.0,49946.0,49946.0,14,49946.3331897921,103.16317720772628,UK,pfizer,35,hybrid,True
9,103.0,147.0,189.0,203.0,206.0,206.0,0.0,66.0,101.0,127.0,129.0,130.0,0.0,0.0,7.0,10.0,12.0,13.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,49946.0,49946.0,49946.0,49946.0,49946.0,49946.0,14,49946.3331897921,103.16317720772628,UK,pfizer,35,hybrid,True
0,101.0,150.0,186.0,201.0,206.0,210.0,0.0,69.0,106.0,129.0,136.0,140.0,0.0,0.0,4.0,8.0,8.0,8.0,0.0,0.0,1.0,3.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,50216.0,50216.0,50216.0,50216.0,50216.0,50216.0,14,50216.192739959406,101.39743132339882,UK,pfizer,35,hybrid,True
1,101.0,161.0,201.0,208.0,209.0,209.0,0.0,54.0,109.0,119.0,122.0,123.0,0.0,2.0,8.0,10.0,10.0,10.0,0.0,1.0,3.0,4.0,4.0,4.0,0.0,0.0,0.0,1.0,2.0,2.0,50216.0,50216.0,50216.0,50216.0,50216.0,50216.0,14,50216.192739959406,101.39743132339882,UK,pfizer,35,hybrid,True
2,101.0,140.0,186.0,213.0,215.0,216.0,0.0,68.0,104.0,128.0,142.0,142.0,0.0,1.0,6.0,8.0,9.0,9.0,0.0,0.0,2.0,3.0,3.0,3.0,0.0,0.0,0.0,2.0,3.0,3.0,50216.0,50216.0,50216.0,50216.0,50216.0,50216.0,14,50216.192739959406,101.39743132339882,UK,pfizer,35,hybrid,True
3,101.0,152.0,202.0,220.0,230.0,232.0,0.0,59.0,106.0,124.0,133.0,137.0,0.0,0.0,4.0,7.0,9.0,9.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,50216.0,50216.0,50216.0,50216.0,50216.0,50216.0,14,50216.192739959406,101.39743132339882,UK,pfizer,35,hybrid,True
4,101.0,142.0,169.0,195.0,196.0,197.0,0.0,64.0,96.0,116.0,124.0,125.0,0.0,1.0,4.0,7.0,9.0,10.0,0.0,0.0,1.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,50216.0,50216.0,50216.0,50216.0,50216.0,50216.0,14,50216.192739959406,101.39743132339882,UK,pfizer,35,hybrid,True
5,101.0,135.0,177.0,195.0,200.0,201.0,0.0,66.0,94.0,119.0,124.0,126.0,0.0,1.0,9.0,12.0,13.0,14.0,0.0,0.0,3.0,5.0,7.0,8.0,0.0,0.0,0.0,0.0,1.0,1.0,50216.0,50216.0,50216.0,50216.0,50216.0,50216.0,14,50216.192739959406,101.39743132339882,UK,pfizer,35,hybrid,True
6,101.0,147.0,193.0,218.0,223.0,225.0,0.0,55.0,94.0,124.0,131.0,132.0,0.0,2.0,6.0,9.0,10.0,10.0,0.0,0.0,1.0,3.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,50216.0,50216.0,50216.0,50216.0,50216.0,50216.0,14,50216.192739959406,101.39743132339882,UK,pfizer,35,hybrid,True
7,101.0,140.0,177.0,194.0,196.0,196.0,0.0,56.0,89.0,111.0,117.0,118.0,0.0,2.0,6.0,8.0,8.0,8.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,50216.0,50216.0,50216.0,50216.0,50216.0,50216.0,14,50216.192739959406,101.39743132339882,UK,pfizer,35,hybrid,True
8,101.0,142.0,182.0,199.0,208.0,208.0,0.0,61.0,103.0,122.0,131.0,134.0,0.0,0.0,6.0,8.0,10.0,11.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,50216.0,50216.0,50216.0,50216.0,50216.0,50216.0,14,50216.192739959406,101.39743132339882,UK,pfizer,35,hybrid,True
9,101.0,146.0,181.0,192.0,196.0,197.0,0.0,59.0,96.0,110.0,118.0,118.0,0.0,1.0,9.0,12.0,15.0,15.0,0.0,0.0,2.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,50216.0,50216.0,50216.0,50216.0,50216.0,50216.0,14,50216.192739959406,101.39743132339882,UK,pfizer,35,hybrid,True
0,112.0,156.0,197.0,221.0,227.0,227.0,0.0,78.0,117.0,138.0,150.0,150.0,0.0,2.0,8.0,13.0,15.0,15.0,0.0,1.0,3.0,5.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,50103.0,50103.0,50103.0,50103.0,50103.0,50103.0,14,50103.11589974983,112.62133629186957,UK,pfizer,35,hybrid,True
1,112.0,161.0,206.0,224.0,232.0,232.0,0.0,65.0,108.0,132.0,141.0,143.0,0.0,1.0,7.0,12.0,14.0,14.0,0.0,1.0,3.0,5.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,50103.0,50103.0,50103.0,50103.0,50103.0,50103.0,14,50103.11589974983,112.62133629186957,UK,pfizer,35,hybrid,True
2,112.0,150.0,199.0,209.0,213.0,213.0,0.0,76.0,107.0,131.0,135.0,137.0,0.0,0.0,5.0,7.0,9.0,10.0,0.0,0.0,2.0,3.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,50103.0,50103.0,50103.0,50103.0,50103.0,50103.0,14,50103.11589974983,112.62133629186957,UK,pfizer,35,hybrid,True
3,112.0,147.0,176.0,184.0,187.0,187.0,0.0,63.0,103.0,114.0,116.0,117.0,0.0,0.0,6.0,7.0,7.0,7.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,50103.0,50103.0,50103.0,50103.0,50103.0,50103.0,14,50103.11589974983,112.62133629186957,UK,pfizer,35,hybrid,True
4,112.0,168.0,219.0,239.0,244.0,246.0,0.0,70.0,122.0,138.0,146.0,150.0,0.0,1.0,5.0,8.0,9.0,9.0,0.0,1.0,2.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,50103.0,50103.0,50103.0,50103.0,50103.0,50103.0,14,50103.11589974983,112.62133629186957,UK,pfizer,35,hybrid,True
5,112.0,155.0,187.0,197.0,198.0,199.0,0.0,64.0,99.0,116.0,118.0,118.0,0.0,3.0,6.0,8.0,10.0,11.0,0.0,1.0,3.0,4.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,50103.0,50103.0,50103.0,50103.0,50103.0,50103.0,14,50103.11589974983,112.62133629186957,UK,pfizer,35,hybrid,True
6,112.0,146.0,182.0,193.0,200.0,202.0,0.0,66.0,95.0,119.0,122.0,124.0,0.0,2.0,11.0,12.0,14.0,14.0,0.0,0.0,3.0,5.0,6.0,7.0,0.0,0.0,0.0,0.0,1.0,2.0,50103.0,50103.0,50103.0,50103.0,50103.0,50103.0,14,50103.11589974983,112.62133629186957,UK,pfizer,35,hybrid,True
7,112.0,152.0,194.0,208.0,212.0,213.0,0.0,72.0,109.0,125.0,132.0,132.0,0.0,2.0,12.0,13.0,14.0,14.0,0.0,1.0,4.0,5.0,5.0,5.0,0.0,0.0,0.0,2.0,3.0,3.0,50103.0,50103.0,50103.0,50103.0,50103.0,50103.0,14,50103.11589974983,112.62133629186957,UK,pfizer,35,hybrid,True
8,112.0,147.0,171.0,178.0,179.0,179.0,0.0,64.0,102.0,113.0,116.0,116.0,0.0,1.0,3.0,4.0,4.0,4.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,50103.0,50103.0,50103.0,50103.0,50103.0,50103.0,14,50103.11589974983,112.62133629186957,UK,pfizer,35,hybrid,True
9,112.0,154.0,198.0,215.0,222.0,226.0,0.0,65.0,103.0,123.0,128.0,130.0,0.0,0.0,5.0,12.0,12.0,12.0,0.0,0.0,2.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,50103.0,50103.0,50103.0,50103.0,50103.0,50103.0,14,50103.11589974983,112.62133629186957,UK,pfizer,35,hybrid,True
0,98.0,221.0,603.0,1446.0,3269.0,7214.0,0.0,66.0,198.0,510.0,1202.0,2705.0,0.0,0.0,5.0,14.0,56.0,127.0,0.0,0.0,2.0,5.0,14.0,30.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,14,50439.85278903131,98.93110375764235,UK,none,35,hybrid,True
1,98.0,241.0,616.0,1554.0,3583.0,7352.0,0.0,67.0,198.0,543.0,1307.0,2939.0,0.0,0.0,5.0,15.0,49.0,147.0,0.0,0.0,1.0,4.0,15.0,37.0,0.0,0.0,0.0,1.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,14,50439.85278903131,98.93110375764235,UK,none,35,hybrid,True
2,98.0,225.0,605.0,1459.0,3338.0,7107.0,0.0,69.0,201.0,521.0,1227.0,2729.0,0.0,1.0,10.0,24.0,51.0,128.0,0.0,0.0,4.0,9.0,18.0,34.0,0.0,0.0,1.0,2.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,14,50439.85278903131,98.93110375764235,UK,none,35,hybrid,True
3,98.0,213.0,536.0,1179.0,2692.0,5765.0,0.0,55.0,191.0,457.0,979.0,2259.0,0.0,0.0,9.0,31.0,49.0,108.0,0.0,0.0,3.0,10.0,17.0,30.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,14,50439.85278903131,98.93110375764235,UK,none,35,hybrid,True
4,98.0,261.0,710.0,1755.0,4112.0,8829.0,0.0,52.0,222.0,599.0,1469.0,3367.0,0.0,0.0,10.0,23.0,60.0,140.0,0.0,0.0,2.0,5.0,16.0,38.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,14,50439.85278903131,98.93110375764235,UK,none,35,hybrid,True
5,98.0,229.0,547.0,1324.0,3125.0,7006.0,0.0,56.0,183.0,467.0,1133.0,2659.0,0.0,1.0,5.0,16.0,49.0,128.0,0.0,0.0,2.0,2.0,8.0,32.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,14,50439.85278903131,98.93110375764235,UK,none,35,hybrid,True
6,98.0,253.0,727.0,1861.0,4349.0,9180.0,0.0,67.0,221.0,603.0,1518.0,3612.0,0.0,2.0,10.0,29.0,73.0,175.0,0.0,0.0,3.0,12.0,20.0,45.0,0.0,0.0,0.0,1.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,14,50439.85278903131,98.93110375764235,UK,none,35,hybrid,True
7,98.0,211.0,510.0,1260.0,3091.0,6825.0,0.0,68.0,176.0,445.0,1060.0,2571.0,0.0,1.0,10.0,19.0,54.0,115.0,0.0,0.0,5.0,7.0,14.0,38.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,14,50439.85278903131,98.93110375764235,UK,none,35,hybrid,True
8,98.0,236.0,568.0,1384.0,3123.0,6754.0,0.0,63.0,195.0,476.0,1160.0,2575.0,0.0,1.0,11.0,28.0,59.0,135.0,0.0,0.0,3.0,9.0,20.0,36.0,0.0,0.0,1.0,2.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,14,50439.85278903131,98.93110375764235,UK,none,35,hybrid,True
9,98.0,255.0,801.0,2013.0,4400.0,8999.0,0.0,64.0,248.0,748.0,1707.0,3602.0,0.0,0.0,8.0,36.0,87.0,200.0,0.0,0.0,2.0,7.0,23.0,62.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,14,50439.85278903131,98.93110375764235,UK,none,35,hybrid,True
0,102.0,135.0,161.0,174.0,177.0,178.0,0.0,68.0,95.0,114.0,118.0,120.0,0.0,0.0,7.0,9.0,9.0,9.0,0.0,0.0,3.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,49699.0,49699.0,49699.0,49699.0,49699.0,49699.0,14,49699.595718388824,102.57099003030243,UK,pfizer,35,hybrid,True
1,102.0,137.0,162.0,174.0,177.0,177.0,0.0,64.0,94.0,103.0,111.0,112.0,0.0,2.0,8.0,12.0,15.0,15.0,0.0,0.0,3.0,5.0,6.0,6.0,0.0,0.0,0.0,2.0,3.0,3.0,49699.0,49699.0,49699.0,49699.0,49699.0,49699.0,14,49699.595718388824,102.57099003030243,UK,pfizer,35,hybrid,True
2,102.0,131.0,170.0,186.0,186.0,186.0,0.0,60.0,99.0,117.0,120.0,120.0,0.0,0.0,5.0,6.0,8.0,8.0,0.0,0.0,1.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,49699.0,49699.0,49699.0,49699.0,49699.0,49699.0,14,49699.595718388824,102.57099003030243,UK,pfizer,35,hybrid,True
3,102.0,150.0,187.0,194.0,195.0,195.0,0.0,59.0,104.0,113.0,114.0,114.0,0.0,0.0,4.0,5.0,6.0,7.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,49699.0,49699.0,49699.0,49699.0,49699.0,49699.0,14,49699.595718388824,102.57099003030243,UK,pfizer,35,hybrid,True
4,102.0,147.0,178.0,195.0,199.0,199.0,0.0,68.0,107.0,120.0,129.0,130.0,0.0,0.0,8.0,9.0,9.0,10.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,49699.0,49699.0,49699.0,49699.0,49699.0,49699.0,14,49699.595718388824,102.57099003030243,UK,pfizer,35,hybrid,True
5,102.0,138.0,172.0,191.0,196.0,197.0,0.0,63.0,96.0,117.0,122.0,122.0,0.0,0.0,3.0,4.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49699.0,49699.0,49699.0,49699.0,49699.0,49699.0,14,49699.595718388824,102.57099003030243,UK,pfizer,35,hybrid,True
6,102.0,145.0,183.0,200.0,209.0,209.0,0.0,76.0,105.0,126.0,132.0,135.0,0.0,2.0,6.0,14.0,15.0,15.0,0.0,0.0,0.0,4.0,5.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,49699.0,49699.0,49699.0,49699.0,49699.0,49699.0,14,49699.595718388824,102.57099003030243,UK,pfizer,35,hybrid,True
7,102.0,131.0,175.0,187.0,188.0,188.0,0.0,67.0,98.0,118.0,126.0,126.0,0.0,2.0,8.0,11.0,12.0,12.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,49699.0,49699.0,49699.0,49699.0,49699.0,49699.0,14,49699.595718388824,102.57099003030243,UK,pfizer,35,hybrid,True
8,102.0,163.0,208.0,223.0,228.0,229.0,0.0,64.0,110.0,125.0,132.0,134.0,0.0,0.0,7.0,11.0,13.0,13.0,0.0,0.0,3.0,5.0,6.0,6.0,0.0,0.0,0.0,1.0,2.0,2.0,49699.0,49699.0,49699.0,49699.0,49699.0,49699.0,14,49699.595718388824,102.57099003030243,UK,pfizer,35,hybrid,True
9,102.0,139.0,182.0,187.0,189.0,189.0,0.0,57.0,98.0,121.0,124.0,124.0,0.0,2.0,9.0,10.0,13.0,13.0,0.0,1.0,4.0,6.0,6.0,6.0,0.0,0.0,0.0,3.0,5.0,6.0,49699.0,49699.0,49699.0,49699.0,49699.0,49699.0,14,49699.595718388824,102.57099003030243,UK,pfizer,35,hybrid,True
0,103.0,253.0,774.0,1861.0,4212.0,8881.0,0.0,69.0,241.0,660.0,1558.0,3519.0,0.0,1.0,6.0,24.0,68.0,153.0,0.0,0.0,1.0,2.0,11.0,32.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,14,51797.97482255957,103.41380267579103,UK,none,35,hybrid,True
1,103.0,277.0,792.0,2011.0,4546.0,9743.0,0.0,74.0,255.0,669.0,1639.0,3778.0,0.0,2.0,11.0,29.0,72.0,189.0,0.0,0.0,2.0,7.0,13.0,39.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,14,51797.97482255957,103.41380267579103,UK,none,35,hybrid,True
2,103.0,244.0,607.0,1433.0,3365.0,7115.0,0.0,60.0,211.0,509.0,1233.0,2753.0,0.0,0.0,5.0,26.0,60.0,131.0,0.0,0.0,0.0,13.0,21.0,41.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,14,51797.97482255957,103.41380267579103,UK,none,35,hybrid,True
3,103.0,236.0,599.0,1354.0,2952.0,6228.0,0.0,62.0,204.0,483.0,1149.0,2446.0,0.0,0.0,5.0,25.0,55.0,116.0,0.0,0.0,0.0,6.0,16.0,33.0,0.0,0.0,0.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,14,51797.97482255957,103.41380267579103,UK,none,35,hybrid,True
4,103.0,232.0,608.0,1405.0,3254.0,6909.0,0.0,63.0,204.0,504.0,1184.0,2649.0,0.0,0.0,5.0,23.0,50.0,125.0,0.0,0.0,1.0,8.0,17.0,31.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,14,51797.97482255957,103.41380267579103,UK,none,35,hybrid,True
5,103.0,277.0,712.0,1746.0,3996.0,8443.0,0.0,65.0,224.0,598.0,1467.0,3249.0,0.0,1.0,7.0,26.0,56.0,146.0,0.0,0.0,1.0,6.0,14.0,36.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,14,51797.97482255957,103.41380267579103,UK,none,35,hybrid,True
6,103.0,258.0,706.0,1844.0,4283.0,8900.0,0.0,60.0,220.0,632.0,1595.0,3505.0,0.0,1.0,6.0,27.0,70.0,173.0,0.0,1.0,2.0,7.0,23.0,48.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,14,51797.97482255957,103.41380267579103,UK,none,35,hybrid,True
7,103.0,281.0,747.0,1863.0,4238.0,9001.0,0.0,74.0,258.0,672.0,1572.0,3500.0,0.0,3.0,14.0,35.0,68.0,181.0,0.0,0.0,2.0,9.0,17.0,50.0,0.0,0.0,0.0,2.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,14,51797.97482255957,103.41380267579103,UK,none,35,hybrid,True
8,103.0,210.0,492.0,1157.0,2805.0,6388.0,0.0,74.0,191.0,442.0,1011.0,2370.0,0.0,3.0,8.0,16.0,39.0,107.0,0.0,1.0,2.0,7.0,13.0,30.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,14,51797.97482255957,103.41380267579103,UK,none,35,hybrid,True
9,103.0,269.0,665.0,1526.0,3455.0,7530.0,0.0,73.0,234.0,581.0,1295.0,2900.0,0.0,2.0,10.0,28.0,63.0,161.0,0.0,0.0,3.0,10.0,19.0,41.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,14,51797.97482255957,103.41380267579103,UK,none,35,hybrid,True
0,100.0,185.0,327.0,531.0,701.0,807.0,0.0,69.0,143.0,236.0,365.0,466.0,0.0,0.0,1.0,12.0,22.0,27.0,0.0,0.0,1.0,7.0,12.0,13.0,0.0,0.0,0.0,0.0,3.0,6.0,50507.0,50507.0,50507.0,50507.0,50507.0,50507.0,14,50507.94445956456,100.63090160598999,UK,az,35,hybrid,True
1,100.0,175.0,323.0,537.0,727.0,886.0,0.0,65.0,138.0,244.0,363.0,484.0,0.0,0.0,5.0,14.0,19.0,32.0,0.0,0.0,2.0,4.0,6.0,10.0,0.0,0.0,0.0,1.0,1.0,1.0,50507.0,50507.0,50507.0,50507.0,50507.0,50507.0,14,50507.94445956456,100.63090160598999,UK,az,35,hybrid,True
2,100.0,206.0,445.0,690.0,936.0,1099.0,0.0,62.0,176.0,323.0,478.0,627.0,0.0,3.0,14.0,34.0,44.0,53.0,0.0,0.0,3.0,8.0,11.0,13.0,0.0,0.0,0.0,0.0,3.0,5.0,50507.0,50507.0,50507.0,50507.0,50507.0,50507.0,14,50507.94445956456,100.63090160598999,UK,az,35,hybrid,True
3,100.0,198.0,401.0,627.0,812.0,949.0,0.0,55.0,147.0,281.0,408.0,507.0,0.0,1.0,2.0,13.0,25.0,37.0,0.0,0.0,0.0,3.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,50507.0,50507.0,50507.0,50507.0,50507.0,50507.0,14,50507.94445956456,100.63090160598999,UK,az,35,hybrid,True
4,100.0,207.0,435.0,703.0,912.0,1067.0,0.0,70.0,178.0,334.0,483.0,611.0,0.0,1.0,3.0,10.0,21.0,35.0,0.0,0.0,2.0,3.0,7.0,11.0,0.0,0.0,0.0,1.0,1.0,2.0,50507.0,50507.0,50507.0,50507.0,50507.0,50507.0,14,50507.94445956456,100.63090160598999,UK,az,35,hybrid,True
5,100.0,215.0,384.0,579.0,722.0,829.0,0.0,66.0,161.0,286.0,404.0,468.0,0.0,0.0,4.0,11.0,28.0,32.0,0.0,0.0,0.0,3.0,5.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,50507.0,50507.0,50507.0,50507.0,50507.0,50507.0,14,50507.94445956456,100.63090160598999,UK,az,35,hybrid,True
6,100.0,172.0,292.0,424.0,575.0,691.0,0.0,68.0,124.0,208.0,295.0,371.0,0.0,1.0,5.0,7.0,12.0,22.0,0.0,0.0,2.0,2.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,50507.0,50507.0,50507.0,50507.0,50507.0,50507.0,14,50507.94445956456,100.63090160598999,UK,az,35,hybrid,True
7,100.0,219.0,449.0,693.0,894.0,1055.0,0.0,67.0,168.0,312.0,446.0,572.0,0.0,0.0,6.0,17.0,27.0,36.0,0.0,0.0,1.0,3.0,7.0,12.0,0.0,0.0,0.0,1.0,1.0,2.0,50507.0,50507.0,50507.0,50507.0,50507.0,50507.0,14,50507.94445956456,100.63090160598999,UK,az,35,hybrid,True
8,100.0,171.0,316.0,450.0,584.0,681.0,0.0,65.0,138.0,227.0,320.0,398.0,0.0,1.0,7.0,13.0,21.0,26.0,0.0,0.0,4.0,5.0,8.0,9.0,0.0,0.0,0.0,2.0,3.0,3.0,50507.0,50507.0,50507.0,50507.0,50507.0,50507.0,14,50507.94445956456,100.63090160598999,UK,az,35,hybrid,True
